Timestamp,X position,Y position,Orientation
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:55,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0,0.0,0.0
2024-03-22 11:38:56,0.0489,0.0,0.0
2024-03-22 11:38:56,0.1466,0.0,0.0
2024-03-22 11:38:56,0.2688,-0.0006,-0.0032
2024-03-22 11:38:56,0.4887,-0.0023,-0.0064
2024-03-22 11:38:56,0.6597,-0.0043,-0.0096
2024-03-22 11:38:56,0.8796,-0.0074,-0.0128
2024-03-22 11:38:56,1.1239,-0.0106,-0.0128
2024-03-22 11:38:56,1.3927,-0.0153,-0.016
2024-03-22 11:38:56,1.6614,-0.0209,-0.0192
2024-03-22 11:38:56,1.9301,-0.0274,-0.0224
2024-03-22 11:38:56,2.2232,-0.0339,-0.0224
2024-03-22 11:38:56,2.5408,-0.0426,-0.0256
2024-03-22 11:38:56,2.8094,-0.0508,-0.0288
2024-03-22 11:38:56,3.1024,-0.062,-0.0352
2024-03-22 11:38:56,3.3955,-0.0724,-0.0352
2024-03-22 11:38:56,3.664,-0.0831,-0.0385
2024-03-22 11:38:56,3.9814,-0.0969,-0.0417
2024-03-22 11:38:56,4.2742,-0.1119,-0.0481
2024-03-22 11:38:56,4.5671,-0.126,-0.0481
2024-03-22 11:38:56,4.8355,-0.1402,-0.0513
2024-03-22 11:38:56,5.1282,-0.158,-0.0577
2024-03-22 11:38:56,5.4209,-0.1749,-0.0577
2024-03-22 11:38:56,5.7134,-0.1947,-0.0641
2024-03-22 11:38:56,5.9816,-0.2132,-0.0673
2024-03-22 11:38:56,6.2741,-0.2329,-0.0673
2024-03-22 11:38:56,6.5422,-0.2522,-0.0705
2024-03-22 11:38:56,6.8347,-0.2729,-0.0705
2024-03-22 11:38:56,7.127,-0.2964,-0.0769
2024-03-22 11:38:56,7.4193,-0.3189,-0.0769
2024-03-22 11:38:56,7.6872,-0.3408,-0.0801
2024-03-22 11:38:56,7.955,-0.3636,-0.0833
2024-03-22 11:38:56,8.2472,-0.388,-0.0833
2024-03-22 11:38:56,8.515,-0.4117,-0.0865
2024-03-22 11:38:56,8.7826,-0.4362,-0.0897
2024-03-22 11:38:56,9.0747,-0.4625,-0.0897
2024-03-22 11:38:56,9.3664,-0.4916,-0.0961
2024-03-22 11:38:56,9.6338,-0.5186,-0.0993
2024-03-22 11:38:56,9.9014,-0.544,-0.0961
2024-03-22 11:38:56,10.1688,-0.5711,-0.0993
