Timestamp,Posición en x,Posición en y,Angulo de giro
2024-02-29 12:42:59,0.0,0.0,0.0
2024-02-29 12:42:59,0.0,0.0,0.0
2024-02-29 12:42:59,0.0,0.0,0.0
2024-02-29 12:42:59,0.0,0.0,0.0
2024-02-29 12:42:59,0.0,0.0,0.0064
2024-02-29 12:42:59,0.0,0.0,0.0064
2024-02-29 12:42:59,0.0,0.0,0.0064
2024-02-29 12:42:59,-0.0244,-0.0003,0.0096
2024-02-29 12:42:59,-0.0244,-0.0003,0.016
2024-02-29 12:42:59,-0.0244,-0.0003,0.016
2024-02-29 12:42:59,-0.0489,-0.0008,0.0192
2024-02-29 12:42:59,-0.0489,-0.0008,0.0256
2024-02-29 12:42:59,-0.0489,-0.0008,0.032
2024-02-29 12:42:59,-0.0733,-0.0017,0.0352
2024-02-29 12:42:59,-0.0733,-0.0017,0.0352
2024-02-29 12:42:59,-0.0733,-0.0017,0.0417
2024-02-29 12:42:59,-0.0733,-0.0017,0.0481
2024-02-29 12:42:59,-0.0733,-0.0017,0.0481
2024-02-29 12:42:59,-0.0733,-0.0017,0.0545
2024-02-29 12:42:59,-0.0733,-0.0017,0.0545
2024-02-29 12:42:59,-0.0733,-0.0017,0.0609
2024-02-29 12:42:59,-0.0489,-0.0001,0.0641
2024-02-29 12:42:59,-0.0245,0.0016,0.0673
2024-02-29 12:42:59,-0.0489,-0.0002,0.0705
2024-02-29 12:42:59,-0.0489,-0.0002,0.0769
2024-02-29 12:42:59,-0.0245,0.0018,0.0801
2024-02-29 12:42:59,-0.0245,0.0018,0.0865
2024-02-29 12:42:59,-0.0245,0.0018,0.0929
2024-02-29 12:42:59,-0.0245,0.0018,0.0929
2024-02-29 12:42:59,-0.0245,0.0018,0.0993
2024-02-29 12:42:59,-0.0245,0.0018,0.1057
2024-02-29 12:42:59,-0.0245,0.0018,0.1122
2024-02-29 12:42:59,-0.0245,0.0018,0.1186
2024-02-29 12:42:59,-0.0003,0.0048,0.1218
2024-02-29 12:42:59,-0.0003,0.0048,0.1282
2024-02-29 12:42:59,-0.0245,0.0016,0.1314
2024-02-29 12:42:59,-0.0245,0.0016,0.1378
2024-02-29 12:42:59,-0.0245,0.0016,0.1442
2024-02-29 12:42:59,-0.0245,0.0016,0.1506
2024-02-29 12:42:59,-0.0245,0.0016,0.157
2024-02-29 12:42:59,-0.0004,0.0055,0.1602
2024-02-29 12:43:00,-0.0245,0.0013,0.1698
2024-02-29 12:43:00,-0.0245,0.0013,0.1698
2024-02-29 12:43:00,-0.0245,0.0013,0.1762
2024-02-29 12:43:00,-0.0245,0.0013,0.1827
2024-02-29 12:43:00,-0.0245,0.0013,0.1891
2024-02-29 12:43:00,-0.0245,0.0013,0.1955
2024-02-29 12:43:00,-0.0245,0.0013,0.2019
2024-02-29 12:43:00,-0.0245,0.0013,0.2083
2024-02-29 12:43:00,-0.0245,0.0013,0.2083
2024-02-29 12:43:00,-0.0006,0.0067,0.2179
2024-02-29 12:43:00,-0.0245,0.0013,0.2211
2024-02-29 12:43:00,-0.0245,0.0013,0.2275
2024-02-29 12:43:00,-0.0245,0.0013,0.2339
2024-02-29 12:43:00,-0.0245,0.0013,0.2403
2024-02-29 12:43:00,-0.0245,0.0013,0.2467
2024-02-29 12:43:00,-0.0008,0.0074,0.25
2024-02-29 12:43:00,-0.0008,0.0074,0.2564
2024-02-29 12:43:00,-0.0244,0.0011,0.2596
2024-02-29 12:43:00,-0.0244,0.0011,0.266
2024-02-29 12:43:00,-0.0244,0.0011,0.2724
2024-02-29 12:43:00,-0.0009,0.0078,0.2756
2024-02-29 12:43:00,-0.0243,0.0008,0.2852
2024-02-29 12:43:00,-0.0243,0.0008,0.2852
2024-02-29 12:43:00,-0.0243,0.0008,0.2916
2024-02-29 12:43:00,-0.0243,0.0008,0.298
2024-02-29 12:43:00,-0.0243,0.0008,0.3044
2024-02-29 12:43:00,-0.0243,0.0008,0.3108
2024-02-29 12:43:00,-0.0011,0.0084,0.314
2024-02-29 12:43:00,-0.0011,0.0084,0.3205
2024-02-29 12:43:00,-0.0242,0.0005,0.3237
2024-02-29 12:43:00,-0.0242,0.0005,0.3301
2024-02-29 12:43:00,-0.0242,0.0005,0.3365
2024-02-29 12:43:00,-0.0242,0.0005,0.3429
2024-02-29 12:43:00,-0.0242,0.0005,0.3493
2024-02-29 12:43:00,-0.0013,0.009,0.3525
2024-02-29 12:43:00,-0.0013,0.009,0.3589
2024-02-29 12:43:00,-0.0242,0.0003,0.3621
2024-02-29 12:43:00,-0.0242,0.0003,0.3685
2024-02-29 12:43:00,-0.0242,0.0003,0.3749
2024-02-29 12:43:00,-0.0015,0.0094,0.3781
2024-02-29 12:43:00,-0.0015,0.0094,0.3845
2024-02-29 12:43:00,-0.0015,0.0094,0.391
2024-02-29 12:43:00,-0.0015,0.0094,0.3974
2024-02-29 12:43:00,-0.0239,-0.0002,0.4006
2024-02-29 12:43:00,-0.0239,-0.0002,0.407
2024-02-29 12:43:00,-0.0239,-0.0002,0.4134
2024-02-29 12:43:00,-0.0016,0.0097,0.4166
2024-02-29 12:43:00,-0.0016,0.0097,0.423
2024-02-29 12:43:00,-0.0016,0.0097,0.4294
2024-02-29 12:43:00,-0.0016,0.0097,0.4358
2024-02-29 12:43:00,-0.0237,-0.0007,0.439
2024-02-29 12:43:00,-0.0237,-0.0007,0.4454
2024-02-29 12:43:00,-0.0237,-0.0007,0.4518
2024-02-29 12:43:00,-0.0018,0.0101,0.455
2024-02-29 12:43:00,-0.0018,0.0101,0.4615
2024-02-29 12:43:00,-0.0018,0.0101,0.4679
